context_count,audit_size,channel_interval_half_width,channel_heterogeneity,score_gradient_noncollinearity_angle,false_certified_sign_rate,harmful_sample_update_rate,clean_gradient_cosine,certified_mass,cosine_gain_over_best_nonoracle,cosine_gain_over_H001,harmful_rate_reduction_over_best_nonoracle,harmful_rate_reduction_over_H001,point_limit_direction_difference,valid_coverage
2,128,0.02,0.0,45,0.0,0.0,0.9999860919238195,0.7999999999999999,-1.3908076180424444e-05,-6.128312409492409e-06,0.0,0.0,0.0022981302146382956,True
2,128,0.02,0.0,90,0.0,0.0,0.9999817443297612,0.9333333333333333,-1.825567023865382e-05,-1.3703576932799776e-05,0.0,0.0,0.00457335023052933,True
2,128,0.02,0.15,0,0.0,0.0,0.9999979288527676,0.9333333333333332,-1.949958460234491e-06,-1.949390715427768e-06,0.0,0.0,0.004386301709713238,True
2,128,0.02,0.15,45,0.0,0.0,0.9999913995226196,0.7999999999999999,-4.131748804270252e-06,-3.287630270820685e-06,0.0,0.0,0.0022397866536945084,True
2,128,0.02,0.15,90,0.0,0.0,0.9999728910744692,0.8666666666666666,-1.5302607891465315e-05,-1.2494318140054973e-05,0.0,0.0,0.004292776673732398,True
2,128,0.02,0.3,0,0.0,0.0,0.9999875131743989,0.9333333333333332,-1.2286703650610242e-05,-1.2236426114409226e-05,0.0,0.0,0.00882025616170409,True
2,128,0.02,0.3,45,0.0,0.0,0.999997826741526,0.9333333333333332,1.2790766977577305e-06,3.2313499533476174e-06,0.0,0.0,0.002742957287309753,True
2,128,0.02,0.3,90,0.0,0.0,0.9999846327570225,0.9333333333333333,-1.1400340149769761e-05,-9.44145744559144e-06,0.0,0.0,0.004090210113115517,True
2,128,0.05,0.0,0,0.0,0.0,0.9999818159050987,0.6666666666666666,-1.8184094901285697e-05,-1.5363317567773648e-05,0.0,0.0,0.011966840783404755,True
2,128,0.05,0.0,45,0.0,0.0,0.9999460151150782,0.6666666666666666,-5.398488492180942e-05,-2.1400809648275397e-05,0.0,0.0,0.006463169046935242,True
2,128,0.05,0.0,90,0.0,0.0,0.999855860858824,0.6666666666666666,-0.00014413914117579197,-8.624947742839063e-05,0.0,0.0,0.014537693832542045,True
2,128,0.05,0.15,0,0.0,0.0,0.9999810511338414,0.6666666666666666,-1.808562440916983e-05,-1.7504325124573227e-05,0.0,0.0,0.009497304859084232,True
2,128,0.05,0.15,45,0.0,0.0,0.9999489839322294,0.6666666666666666,-9.873300754148496e-06,-9.873300754148496e-06,0.0,0.0,0.014633231996332423,True
2,128,0.05,0.15,90,0.0,0.0,0.9997604750683771,0.6666666666666666,-0.00018367988537331125,-0.0001433118167062375,0.0,0.0,0.017060398029795594,True
2,128,0.05,0.3,0,0.0,0.0,0.9999764239134683,0.6666666666666666,-2.004653206579832e-05,-2.004653206579832e-05,0.0,0.0,0.011935299237060003,True
2,128,0.05,0.3,45,0.0,0.0,0.9997177274787099,0.6666666666666666,-0.00024375702535512912,-0.00024375702535512912,0.0,0.0,0.029411640652187522,True
2,128,0.05,0.3,90,0.0,0.0,0.9998068040455002,0.6666666666666666,-0.0001462268026754865,-0.00011427670281067836,0.0,0.0,0.017179693959049707,True
2,128,0.1,0.0,0,0.0,0.0,0.9998997013427869,0.6666666666666666,-0.00010029865721283837,-8.820421196291673e-05,0.0,0.06666666666666667,0.02770464411820244,True
2,128,0.1,0.0,45,0.0,0.0,0.9976909364056116,0.6666666666666666,-0.0023090635943883832,-0.002083709176793902,0.0,0.06666666666666667,0.07344663651578633,True
2,128,0.1,0.0,90,0.0,0.0,0.9969236171907404,0.6666666666666666,-0.0030763828092594814,-0.002872537856846713,0.0,0.2,0.09552240329439562,True
2,128,0.1,0.15,0,0.0,0.0,0.9993676327692362,0.6666666666666666,-0.0006272386488634484,-0.0006238042227860952,0.0,0.0,0.0586002823673464,True
