context_count,audit_size,channel_interval_half_width,channel_heterogeneity,score_gradient_noncollinearity_angle,false_certified_sign_rate,harmful_sample_update_rate,clean_gradient_cosine,certified_mass,cosine_gain_over_best_nonoracle,cosine_gain_over_H001,harmful_rate_reduction_over_best_nonoracle,harmful_rate_reduction_over_H001,point_limit_direction_difference,valid_coverage
4,128,0.02,0.15,90,0.0,0.0,0.999994907325445,0.6666666666666666,-4.311742234541782e-06,-3.902714392522988e-06,0.0,0.0,0.0030181396238140997,True
4,128,0.02,0.3,0,0.0,0.0,0.9999972768414829,0.6666666666666666,-2.595537724614516e-06,-2.297919201521559e-06,0.0,0.016666666666666666,0.003733107384018337,True
4,128,0.02,0.3,45,0.0,0.0,0.9999948593909286,0.6666666666666666,-4.801211013538698e-06,-4.0911632009477115e-06,0.0,0.0,0.0025020404943048354,True
4,128,0.02,0.3,90,0.0,0.0,0.9999863257850551,0.6666666666666666,-8.165964673412241e-06,-6.057300606809868e-06,0.0,0.0,0.003441501986580839,True
4,128,0.05,0.0,0,0.0,0.0,0.9999901922348611,0.6666666666666666,-9.807765138702962e-06,-8.570180750000488e-06,0.0,0.03333333333333333,0.005213650840682097,True
4,128,0.05,0.0,45,0.0,0.0,0.999976621306023,0.6666666666666666,-2.3378693976860988e-05,-2.1002098643130295e-05,0.0,0.016666666666666666,0.007425339667288215,True
4,128,0.05,0.0,90,0.0,0.0,0.9999547278951404,0.6666666666666666,-4.5272104859694905e-05,-1.3232839264376572e-05,0.0,0.06666666666666667,0.005149898676760489,True
4,128,0.05,0.15,0,0.0,0.0,0.9999959145734476,0.6666666666666666,-2.127572229726482e-06,-6.672599077051089e-07,0.0,0.03333333333333333,0.0024210921916540755,True
4,128,0.05,0.15,45,0.0,0.0,0.9999818253712898,0.6666666666666666,-1.394436048451908e-05,-1.2348173609333379e-05,0.0,0.05,0.006149149389629874,True
4,128,0.05,0.15,90,0.0,0.0,0.9998956821415602,0.6666666666666666,-7.88065156738016e-05,-6.989863755710868e-05,0.0,0.08333333333333333,0.014369921341170093,True
4,128,0.05,0.3,0,0.0,0.0,0.9999893138119423,0.6666666666666666,-1.0566342625706327e-05,-1.041058674480233e-05,0.0,0.03333333333333333,0.007229338232911635,True
4,128,0.05,0.3,45,0.0,0.0,0.9998971962337391,0.6666666666666666,-9.872995140312036e-05,-9.813504862499212e-05,0.0,0.016666666666666666,0.015867485102529597,True
4,128,0.05,0.3,90,0.0,0.0,0.9999834231673216,0.6666666666666666,-1.2490603415993285e-05,4.068441825166857e-06,0.0,0.016666666666666666,0.00970189683255532,True
4,128,0.1,0.0,0,0.0,0.0,0.9995149449277619,0.3833333333333333,-0.0004850550722380609,-0.0004748010053155172,0.0,0.08333333333333333,0.05866018292165789,True
4,128,0.1,0.0,45,0.0,0.0,0.9993509613107625,0.4166666666666667,-0.0006490386892375799,-0.000632089730519958,0.0,0.06666666666666667,0.05375830720894968,True
4,128,0.1,0.0,90,0.0,0.0,0.9984517238694073,0.4333333333333334,-0.0015482761305925853,-0.0015125385703429694,0.0,0.05,0.09334524726617817,True
4,128,0.1,0.15,0,0.0,0.0,0.5979283278105895,0.45,-0.4020706106132238,-0.40206804267295554,0.0,0.06666666666666667,1.998467979960185,True
4,128,0.1,0.15,45,0.0,0.0,0.9930874848649461,0.38333333333333336,-0.00689715527778414,-0.006875326696696082,0.0,0.08333333333333333,0.1520555354909352,True
4,128,0.1,0.15,90,0.0,0.0,0.9991400603003298,0.39999999999999997,-0.0008534615388514633,-0.0008179188209981759,0.0,0.05,0.06014509684360477,True
4,128,0.1,0.3,0,0.0,0.0,0.9892589256951176,0.5,-0.010732712123719911,-0.010720939226694103,0.0,0.05,0.29719346919343526,True
4,128,0.1,0.3,45,0.0,0.0,0.9964975095584947,0.45,-0.00346926581359972,-0.00346926581359972,0.0,0.06666666666666667,0.11536080995893797,True
4,128,0.1,0.3,90,0.0,0.0,0.9991799124424994,0.4333333333333334,-0.0007912570627416126,-0.0007352546287249462,0.0,0.05,0.040259127778922925,True
4,128,0.2,0.0,0,0.0,0.0,0.0,0.0,-1.0,-0.9999932867432657,0.0,0.08333333333333333,1.0,True
4,128,0.2,0.0,45,0.0,0.0,0.0,0.0,-0.9999999999999998,-0.9997944420689213,0.0,0.08333333333333333,1.0,True
4,128,0.2,0.0,90,0.0,0.0,0.0,0.0,-1.0,-0.9998663703708418,0.0,0.1,1.0,True
4,128,0.2,0.15,0,0.0,0.0,0.0,0.0,-0.9999913007787524,-0.9999485844432758,0.0,0.05,1.0,True
4,128,0.2,0.15,45,0.0,0.0,0.0,0.0,-0.9998956139538718,-0.9998831708422669,0.0,0.05,1.0,True
4,128,0.2,0.15,90,0.0,0.0,0.0,0.0,-0.9999283745439314,-0.9996272561256128,0.0,0.06666666666666667,1.0,True
4,128,0.2,0.3,0,0.0,0.0,-0.20233170829710517,0.14999999999999997,-1.2022524213237833,-1.2022267848699117,0.0,0.016666666666666666,1.9998116797326095,True
4,128,0.2,0.3,45,0.0,0.0,0.8856436977039399,0.11666666666666665,-0.11419727057492761,-0.11418422223839912,0.0,0.0,0.6462158427110263,True
4,128,0.2,0.3,90,0.0,0.0,0.9221543396725744,0.14999999999999997,-0.07748789165471057,-0.0773931818990519,0.0,0.0,0.4917982757518491,True
4,256,0.02,0.0,0,0.0,0.0,0.9999986658095041,0.6666666666666666,-1.334190495683174e-06,-1.1325009513951656e-06,0.0,0.0,0.002294358538841145,True
4,256,0.02,0.0,45,0.0,0.0,0.9999992493548946,0.6666666666666666,-7.506451054073437e-07,-5.04042236215696e-07,0.0,0.0,0.0012444378125301618,True
4,256,0.02,0.0,90,0.0,0.0,0.9999980566122989,0.6666666666666666,-1.9433877009866762e-06,-8.089934961930112e-08,0.0,0.0,0.0017783078649910627,True
4,256,0.02,0.15,0,0.0,0.0,0.9999982839377413,0.6666666666666666,-1.6433903773815927e-06,-1.6175172167898211e-06,0.0,0.0,0.002639986516347219,True
4,256,0.02,0.15,45,0.0,0.0,0.9999990695279847,0.6666666666666666,-3.0114226536870346e-07,-5.5963073308795684e-08,0.0,0.0,0.0007143602478137625,True
4,256,0.02,0.15,90,0.0,0.0,0.9999955444627988,0.6666666666666666,-9.53203197928687e-07,-4.0459781078805437e-07,0.0,0.0,0.0025411617086098103,True
4,256,0.02,0.3,0,0.0,0.0,0.9999962505832084,0.6666666666666666,-3.6914775986440775e-06,-3.6398299904316645e-06,0.0,0.0,0.005428163037878,True
4,256,0.02,0.3,45,0.0,0.0,0.999999928004969,0.6666666666666666,3.0134366686418445e-07,3.0134366686418445e-07,0.0,0.0,0.001833086533085053,True
4,256,0.02,0.3,90,0.0,0.0,0.9999973821725667,0.6666666666666666,-1.8849130782871981e-06,-8.359244039857217e-07,0.0,0.0,0.0015707278827998877,True
4,256,0.05,0.0,0,0.0,0.0,0.9999971488373547,0.6666666666666666,-2.8511626453564533e-06,-5.520410083059702e-07,0.0,0.05,0.0051942827314708645,True
4,256,0.05,0.0,45,0.0,0.0,0.999976182519276,0.6666666666666666,-2.381748072406431e-05,-1.4954927960064702e-05,0.0,0.08333333333333333,0.006061028441638325,True
4,256,0.05,0.0,90,0.0,0.0,0.9999564589713236,0.6666666666666666,-4.354102867638598e-05,-4.1119957685897826e-05,0.0,0.0,0.011001306327038678,True
4,256,0.05,0.15,0,0.0,0.0,0.9999839077896739,0.6666666666666666,-1.5792866407648988e-05,-1.3576186217534314e-05,0.0,0.05,0.007817789581379506,True
4,256,0.05,0.15,45,0.0,0.0,0.9999803223131163,0.6666666666666666,-1.1768940454626176e-05,-1.1768940454626176e-05,0.0,0.016666666666666666,0.007437910141474591,True
4,256,0.05,0.15,90,0.0,0.0,0.9999441184485889,0.6666666666666666,-5.2212969909359866e-05,-5.015153239924519e-05,0.0,0.016666666666666666,0.011497245702403095,True
4,256,0.05,0.3,0,0.0,0.0,0.9999894928681664,0.6666666666666666,-9.368097267659082e-06,-7.456658404270123e-06,0.0,0.05,0.006742510382189595,True
4,256,0.05,0.3,45,0.0,0.0,0.9999267376766932,0.6666666666666666,-7.002964217814878e-05,-6.868216199491517e-05,0.0,0.05,0.013072593287460207,True
4,256,0.05,0.3,90,0.0,0.0,0.9999874930976536,0.6666666666666666,-1.1578455912641949e-05,-2.599879433340391e-06,0.0,0.05,0.009281519409251518,True
4,256,0.1,0.0,0,0.0,0.0,0.9997345088016344,0.36666666666666664,-0.0002654911983656083,-0.0002634516679595578,0.0,0.05,0.044547567853796745,True
4,256,0.1,0.0,45,0.0,0.0,0.9961556152663252,0.38333333333333336,-0.003844384733674833,-0.0038228057861680485,0.0,0.1,0.15179669754542283,True
4,256,0.1,0.0,90,0.0,0.0,0.9923925172372032,0.4333333333333333,-0.007607482762796769,-0.0075430321100875995,0.0,0.05,0.17363384768550363,True
4,256,0.1,0.15,0,0.0,0.0,0.487179445509461,0.4333333333333333,-0.5128203394753148,-0.5128195848439463,0.0,0.05,1.9889143181487494,True
4,256,0.1,0.15,45,0.0,0.0,0.9957547335305066,0.4333333333333334,-0.004234795855072937,-0.00423181005394282,0.0,0.03333333333333333,0.12761945506685432,True
4,256,0.1,0.15,90,0.0,0.0,0.9983729061477392,0.4166666666666667,-0.0016079510396812102,-0.001592079803742763,0.0,0.05,0.0915139734609248,True
4,256,0.1,0.3,0,0.0,0.0,0.9980311509934976,0.4,-0.0019655602595322285,-0.001960467732104476,0.0,0.016666666666666666,0.10257381978428626,True
4,256,0.1,0.3,45,0.0,0.0,0.9948578441360387,0.4166666666666667,-0.0051068675701715135,-0.0051068675701715135,0.0,0.03333333333333333,0.14913770970226795,True
4,256,0.1,0.3,90,0.0,0.0,0.9993800656003223,0.3833333333333333,-0.0006024211731681994,-0.0005912377110330435,0.0,0.016666666666666666,0.04604449707048793,True
4,256,0.2,0.0,0,0.0,0.0,0.0,0.0,-1.0,-0.9999983754399813,0.0,0.05,1.0,True
4,256,0.2,0.0,45,0.0,0.0,0.0,0.0,-1.0,-0.9999790753390784,0.0,0.08333333333333333,1.0,True
4,256,0.2,0.0,90,0.0,0.0,0.0,0.0,-1.0,-0.9999697998791703,0.0,0.05,1.0,True
4,256,0.2,0.15,0,0.0,0.0,0.0,0.0,-0.9999876190904633,-0.999976269228223,0.0,0.016666666666666666,1.0,True
4,256,0.2,0.15,45,0.0,0.0,0.0,0.0,-0.9999276946786821,-0.9999276946786821,0.0,0.03333333333333333,1.0,True
4,256,0.2,0.15,90,0.0,0.0,0.0,0.0,-0.9999610717134783,-0.9999397445216506,0.0,0.05,1.0,True
4,256,0.2,0.3,0,0.0,0.0,0.9990911636496858,0.16666666666666666,-0.0008439074125267121,-0.0007982752255423665,0.0,0.0,0.059325218907235897,True
4,256,0.2,0.3,45,0.0,0.0,0.9558454495590609,0.14999999999999997,-0.04388338782176646,-0.0438191086694192,0.0,0.03333333333333333,0.6234573916668731,True
4,256,0.2,0.3,90,0.0,0.0,0.971711006170084,0.16666666666666666,-0.02817618487483098,-0.028088311519224262,0.0,0.0,0.3742131524349601,True
