audit_size,adaptive_query_count,zcdp_rho_budget,score_dimension,method,population_gradient_bias_mean,clean_gradient_cosine_mean,false_positive_direction_rate,usable_release_rounds_mean,privacy_rho_spent_mean
128,50,3.0,32,once_trained_private_reward_model,0.2915777573760569,0.34990499363337674,0.012,50.0,0.0
128,50,3.0,32,privacy_stable_reusable_audit_gradient,0.2551370097790743,0.29839062479780276,0.04,50.0,3.000000000000002
128,50,3.0,32,reusable_holdout_thresholdout,0.012801514481978702,0.987977690981339,0.0,50.0,0.0
128,100,0.1,2,H001_single_query_correction,0.027627296787527688,0.9738940362309499,0.0,100.0,0.0
128,100,0.1,2,disjoint_sample_splitting,0.05932914022551057,0.759498256258794,0.05,4.0,0.0
128,100,0.1,2,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,0.1,2,generic_holdout_binary_release,0.057559712031033564,0.38642100350984443,0.6,100.0,0.0
128,100,0.1,2,naive_exact_audit_reuse,0.03064290580406908,0.9616286545333097,0.0,100.0,0.0
128,100,0.1,2,once_trained_private_reward_model,0.34123519844843825,0.11021995177300319,0.458,100.0,0.0
128,100,0.1,2,privacy_stable_reusable_audit_gradient,0.44886478280814146,0.09436201170104909,0.43600000000000005,100.0,0.10000000000000006
128,100,0.1,2,reusable_holdout_thresholdout,0.048694847183512975,0.8429694980009883,0.0,100.0,0.0
128,100,0.1,8,H001_single_query_correction,0.012883532515411106,0.9876240229132401,0.0,100.0,0.0
128,100,0.1,8,disjoint_sample_splitting,0.028885360235389596,0.9428544218270456,0.0,4.0,0.0
128,100,0.1,8,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,0.1,8,generic_holdout_binary_release,0.028148240628875304,0.8967151574702079,0.072,100.0,0.0
128,100,0.1,8,naive_exact_audit_reuse,0.018999341533690133,0.9777230014231165,0.0,100.0,0.0
128,100,0.1,8,once_trained_private_reward_model,0.707213015536562,0.27905509498010395,0.096,100.0,0.0
